symbol,name,kurs_inn,date,selskap,endring,GCS_Path
MOWI.OL,Mowi ASA,138.36,2022-10-31 07:00:00.000000 UTC,Mowi,0,gs://ukens_aksjer/clean_AA221031.pdf
NOD.OL,Nordic Semiconductor ASA,260.27,2022-10-31 07:00:00.000000 UTC,Nordic Semiconductor,0,gs://ukens_aksjer/clean_AA221031.pdf
NSKOG.OL,Norske Skog Asa,68.32,2022-10-31 07:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA221031.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,133.13,2022-10-31 07:00:00.000000 UTC,SR-Bank,-1,gs://ukens_aksjer/clean_AA221031.pdf
AKRBP.OL,Aker BP ASA,384.26,2022-10-24 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA221024.pdf
DNO.OL,Dno ASA,13.97,2022-10-24 06:00:00.000000 UTC,DNO,0,gs://ukens_aksjer/clean_AA221024.pdf
EQNR.OL,Equinor ASA,231.52,2022-10-24 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA221024.pdf
FRO.OL,Frontline Ltd,126.01,2022-10-24 06:00:00.000000 UTC,Frontline,0,gs://ukens_aksjer/clean_AA221024.pdf
GJF.OL,Gjensidige Forsikring ASA,207.33,2022-10-24 06:00:00.000000 UTC,Gjensidige,0,gs://ukens_aksjer/clean_AA221024.pdf
GSF.OL,Grieg Seafood ASA,112.54,2022-10-24 06:00:00.000000 UTC,Grieg Seafood,-1,gs://ukens_aksjer/clean_AA221024.pdf
MOWI.OL,Mowi ASA,,2022-10-24 06:00:00.000000 UTC,Mowi,1,gs://ukens_aksjer/clean_AA221024.pdf
NOD.OL,Nordic Semiconductor ASA,260.27,2022-10-24 06:00:00.000000 UTC,Nordic Semiconductor,0,gs://ukens_aksjer/clean_AA221024.pdf
NSKOG.OL,Norske Skog Asa,68.32,2022-10-24 06:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA221024.pdf
ORK.OL,Orkla ASA,84.94,2022-10-24 06:00:00.000000 UTC,Orkla,-1,gs://ukens_aksjer/clean_AA221024.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,133.13,2022-10-24 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA221024.pdf
VAR.OL,Var Energi ASA,40.48,2022-10-24 06:00:00.000000 UTC,Vår Energi,-1,gs://ukens_aksjer/clean_AA221024.pdf
AKRBP.OL,Aker BP ASA,384.26,2022-10-17 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA221017.pdf
DNO.OL,Dno ASA,13.97,2022-10-17 06:00:00.000000 UTC,DNO,0,gs://ukens_aksjer/clean_AA221017.pdf
EQNR.OL,Equinor ASA,231.52,2022-10-17 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA221017.pdf
FRO.OL,Frontline Ltd,126.01,2022-10-17 06:00:00.000000 UTC,Frontline,0,gs://ukens_aksjer/clean_AA221017.pdf
GJF.OL,Gjensidige Forsikring ASA,207.33,2022-10-17 06:00:00.000000 UTC,Gjensidige,0,gs://ukens_aksjer/clean_AA221017.pdf
GSF.OL,Grieg Seafood ASA,112.54,2022-10-17 06:00:00.000000 UTC,Grieg Seafood,0,gs://ukens_aksjer/clean_AA221017.pdf
NOD.OL,Nordic Semiconductor ASA,260.27,2022-10-17 06:00:00.000000 UTC,Nordic Semiconductor,0,gs://ukens_aksjer/clean_AA221017.pdf
NSKOG.OL,Norske Skog Asa,68.32,2022-10-17 06:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA221017.pdf
ORK.OL,Orkla ASA,84.94,2022-10-17 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA221017.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,133.13,2022-10-17 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA221017.pdf
VAR.OL,Var Energi ASA,40.48,2022-10-17 06:00:00.000000 UTC,Vår Energi,0,gs://ukens_aksjer/clean_AA221017.pdf
AKRBP.OL,Aker BP ASA,384.26,2022-10-10 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA221010.pdf
DNO.OL,Dno ASA,,2022-10-10 06:00:00.000000 UTC,DNO,1,gs://ukens_aksjer/clean_AA221010.pdf
EQNR.OL,Equinor ASA,231.52,2022-10-10 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA221010.pdf
FRO.OL,Frontline Ltd,126.01,2022-10-10 06:00:00.000000 UTC,Frontline,0,gs://ukens_aksjer/clean_AA221010.pdf
GJF.OL,Gjensidige Forsikring ASA,207.33,2022-10-10 06:00:00.000000 UTC,Gjensidige,0,gs://ukens_aksjer/clean_AA221010.pdf
GSF.OL,Grieg Seafood ASA,112.54,2022-10-10 06:00:00.000000 UTC,Grieg Seafood,0,gs://ukens_aksjer/clean_AA221010.pdf
NOD.OL,Nordic Semiconductor ASA,260.27,2022-10-10 06:00:00.000000 UTC,Nordic Semiconductor,0,gs://ukens_aksjer/clean_AA221010.pdf
NSKOG.OL,Norske Skog Asa,68.32,2022-10-10 06:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA221010.pdf
ORK.OL,Orkla ASA,84.94,2022-10-10 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA221010.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,133.13,2022-10-10 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA221010.pdf
VAR.OL,Var Energi ASA,40.48,2022-10-10 06:00:00.000000 UTC,Vår Energi,0,gs://ukens_aksjer/clean_AA221010.pdf
AKRBP.OL,Aker BP ASA,384.26,2022-10-03 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA221003.pdf
EQNR.OL,Equinor ASA,231.52,2022-10-03 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA221003.pdf
FRO.OL,Frontline Ltd,126.01,2022-10-03 06:00:00.000000 UTC,Frontline,0,gs://ukens_aksjer/clean_AA221003.pdf
GJF.OL,Gjensidige Forsikring ASA,207.33,2022-10-03 06:00:00.000000 UTC,Gjensidige,0,gs://ukens_aksjer/clean_AA221003.pdf
GSF.OL,Grieg Seafood ASA,112.54,2022-10-03 06:00:00.000000 UTC,Grieg Seafood,0,gs://ukens_aksjer/clean_AA221003.pdf
NOD.OL,Nordic Semiconductor ASA,260.27,2022-10-03 06:00:00.000000 UTC,Nordic Semiconductor,0,gs://ukens_aksjer/clean_AA221003.pdf
NSKOG.OL,Norske Skog Asa,68.32,2022-10-03 06:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA221003.pdf
ORK.OL,Orkla ASA,84.94,2022-10-03 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA221003.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,133.13,2022-10-03 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA221003.pdf
VAR.OL,Var Energi ASA,40.48,2022-10-03 06:00:00.000000 UTC,Vår Energi,0,gs://ukens_aksjer/clean_AA221003.pdf
AKRBP.OL,Aker BP ASA,384.26,2022-09-26 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA220926.pdf
EQNR.OL,Equinor ASA,231.52,2022-09-26 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA220926.pdf
FRO.OL,Frontline Ltd,126.01,2022-09-26 06:00:00.000000 UTC,Frontline,0,gs://ukens_aksjer/clean_AA220926.pdf
GJF.OL,Gjensidige Forsikring ASA,207.33,2022-09-26 06:00:00.000000 UTC,Gjensidige,0,gs://ukens_aksjer/clean_AA220926.pdf
GSF.OL,Grieg Seafood ASA,112.54,2022-09-26 06:00:00.000000 UTC,Grieg Seafood,0,gs://ukens_aksjer/clean_AA220926.pdf
NOD.OL,Nordic Semiconductor ASA,260.27,2022-09-26 06:00:00.000000 UTC,Nordic Semiconductor,0,gs://ukens_aksjer/clean_AA220926.pdf
NSKOG.OL,Norske Skog Asa,68.32,2022-09-26 06:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA220926.pdf
ORK.OL,Orkla ASA,84.94,2022-09-26 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA220926.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,133.13,2022-09-26 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA220926.pdf
VAR.OL,Var Energi ASA,40.48,2022-09-26 06:00:00.000000 UTC,Vår Energi,0,gs://ukens_aksjer/clean_AA220926.pdf
AKRBP.OL,Aker BP ASA,384.26,2022-09-19 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA220919.pdf
EQNR.OL,Equinor ASA,231.52,2022-09-19 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA220919.pdf
FRO.OL,Frontline Ltd,,2022-09-19 06:00:00.000000 UTC,Frontline,1,gs://ukens_aksjer/clean_AA220919.pdf
GJF.OL,Gjensidige Forsikring ASA,207.33,2022-09-19 06:00:00.000000 UTC,Gjensidige,0,gs://ukens_aksjer/clean_AA220919.pdf
GSF.OL,Grieg Seafood ASA,112.54,2022-09-19 06:00:00.000000 UTC,Grieg Seafood,0,gs://ukens_aksjer/clean_AA220919.pdf
NOD.OL,Nordic Semiconductor ASA,260.27,2022-09-19 06:00:00.000000 UTC,Nordic Semiconductor,0,gs://ukens_aksjer/clean_AA220919.pdf
NSKOG.OL,Norske Skog Asa,68.32,2022-09-19 06:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA220919.pdf
ORK.OL,Orkla ASA,84.94,2022-09-19 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA220919.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,133.13,2022-09-19 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA220919.pdf
VAR.OL,Var Energi ASA,40.48,2022-09-19 06:00:00.000000 UTC,Vår Energi,0,gs://ukens_aksjer/clean_AA220919.pdf
AKRBP.OL,Aker BP ASA,384.26,2022-09-12 06:00:00.000000 UTC,Aker BP,0,gs://ukens_aksjer/clean_AA220912.pdf
EQNR.OL,Equinor ASA,231.52,2022-09-12 06:00:00.000000 UTC,Equinor,0,gs://ukens_aksjer/clean_AA220912.pdf
GJF.OL,Gjensidige Forsikring ASA,207.33,2022-09-12 06:00:00.000000 UTC,Gjensidige,0,gs://ukens_aksjer/clean_AA220912.pdf
GSF.OL,Grieg Seafood ASA,112.54,2022-09-12 06:00:00.000000 UTC,Grieg Seafood,0,gs://ukens_aksjer/clean_AA220912.pdf
NOD.OL,Nordic Semiconductor ASA,260.27,2022-09-12 06:00:00.000000 UTC,Nordic Semiconductor,0,gs://ukens_aksjer/clean_AA220912.pdf
NSKOG.OL,Norske Skog Asa,68.32,2022-09-12 06:00:00.000000 UTC,Norske Skog,0,gs://ukens_aksjer/clean_AA220912.pdf
ORK.OL,Orkla ASA,84.94,2022-09-12 06:00:00.000000 UTC,Orkla,0,gs://ukens_aksjer/clean_AA220912.pdf
SRBNK.OL,Sparebank 1 SR Bank ASA,133.13,2022-09-12 06:00:00.000000 UTC,SR-Bank,0,gs://ukens_aksjer/clean_AA220912.pdf
VAR.OL,Var Energi ASA,40.48,2022-09-12 06:00:00.000000 UTC,Vår Energi,0,gs://ukens_aksjer/clean_AA220912.pdf
